"Agricultural methane emissions (% of total)","Agricultural nitrous oxide emissions (% of total)","Agriculture, forestry, and fishing, value added (current US$)","Changes in inventories (current US$)","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","CO2 emissions from gaseous fuel consumption (% of total)","CO2 emissions from gaseous fuel consumption (kt)","CO2 emissions from liquid fuel consumption (% of total)","CO2 emissions from liquid fuel consumption (kt)","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from solid fuel consumption (% of total)","CO2 emissions from solid fuel consumption (kt)","CO2 emissions from transport (% of total fuel combustion)","CO2 intensity (kg per kg of oil equivalent energy use)","Energy related methane emissions (% of total)","Exports of goods and services (current US$)","External balance on goods and services (current US$)","Final consumption expenditure (current US$)","GDP (current US$)","GDP per capita (current US$)","General government final consumption expenditure (current US$)","GNI (current US$)","Gross capital formation (current US$)","Gross domestic savings (current US$)","Gross fixed capital formation (current US$)","Gross national expenditure (current US$)","Gross savings (current US$)","Gross value added at basic prices (GVA) (current US$)","Households and NPISHs Final consumption expenditure (current US$)","Imports of goods and services (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Net primary income (Net income from abroad) (current US$)","Net secondary income (Net current transfers from abroad) (current US$)","Nitrous oxide emissions in energy sector (% of total)","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","Services, value added (current US$)","Taxes less subsidies on products (current US$)","Year","Country"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"false","false",,"false","false","false",,"false",,"false","false","false",,"true","Philippines"
"false","true",,,"true","false","false","false","false","false","false","false","true","false","false","true","true",,,,,,,,,,,,,,,,,,"false","true","false","false",,,"true","Poland"
"false","true",,"false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Portugal"
"false","true","false","false",,,,,,,,,,,,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false","false",,"true","Puerto Rico"
"false","false",,,"true","true","false","false","false","true","false","false","false","false","false","false","true",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"true","Qatar"
"false","true",,,"false","false","false","false","false","true","false","false","false","false","false","true","true",,,,"false","false",,,,,,,,,,,,,,,"false","false",,,"true","Romania"
"false","true",,,,"false","false","false","false",,,,"false","false",,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Russian Federation"
"false","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false",,"true","Rwanda"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"true","Samoa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","San Marino"
"false","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Sao Tome and Principe"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true",,"false",,"false","false","true","Saudi Arabia"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","true","Senegal"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Serbia"
"false","false","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Seychelles"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Sierra Leone"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"false","false","true","Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Sint Maarten (Dutch part)"
"true","true",,,"false",,,,,"false","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Slovak Republic"
"true","true",,,"true",,,,,"false","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Slovenia"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false",,"false","false","false","false","false","false","false",,"false",,,"false","true","false","false",,"false","true","Solomon Islands"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false",,"false","false","false","false","false",,"false",,"false",,"false","false",,"false","false",,"false","true","Somalia"
"false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"false","false","true","South Africa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","South Sudan"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Spain"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false",,"true","Sri Lanka"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","St. Kitts and Nevis"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false","false",,,"true","St. Lucia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","St. Martin (French part)"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","St. Vincent and the Grenadines"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Sudan"
"true","false","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Suriname"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Sweden"
"true","true",,"false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",,"false","false","false","false",,,"false","false",,,,,"false","false",,"false","true","Switzerland"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false",,,"false","false",,,,"false","false","false",,,,"false","false",,,"true","Syrian Arab Republic"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Tajikistan"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Tanzania"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false",,,"true","Thailand"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Timor-Leste"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,"false","false","false",,"true","Togo"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false",,"false","true","Tonga"
"false","false","false",,"true","true","false","false","false","false","false","false","false","false","false","true","true",,,,"false","false",,"false",,,,,,"false",,,"false",,"false","true","false",,"false","false","true","Trinidad and Tobago"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Tunisia"
"true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Turkiye"
"false","true","false",,,,,,,,,,,,,,"true",,,"false","false","false","false",,"false","false",,"false",,"false","false",,"false",,,,"false","false","false",,"true","Turkmenistan"
"false","false",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"true","false",,,"true","Turks and Caicos Islands"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Tuvalu"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Uganda"
"true","true","false",,,,,,,,,,,,,,"false",,,,"false","false",,,,,,,,"false",,,"false",,,,"false","false","false","false","true","Ukraine"
"false","false","false",,"false","true","false","false","false","true","false","false","false","false","false","true","true",,,,"false","false",,,,,,,,,,,"false","false",,,"false","false","false",,"true","United Arab Emirates"
"false","false",,,"false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"true","true","United Kingdom"
"false","false",,"true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,,"true","false","false","false",,,"true","United States"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Uruguay"
"false","true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Uzbekistan"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false",,,"true","Vanuatu"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Venezuela, RB"
"true","true","false",,"false","false","false","false","false","true","false","false","true","false","false","false","false","false","true",,"false","false",,,,,,,,,,"false","false",,,"true","false","false","false",,"true","Vietnam"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Virgin Islands (U.S.)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","West Bank and Gaza"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","true","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Yemen, Rep."
"true","true","false",,"false","false","false","true","false","true","false","false","false","false","false","false","false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Zambia"
"true","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Zimbabwe"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false",,"false",,"false",,"false","false",,"false","false",,,,"false","false",,"true","Africa Eastern and Southern"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Africa Western and Central"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","true",,,,"false","false","false","false","false","false","false","false","false",,"false","false",,"false","false",,,,"false","false",,"true","Arab World"
,,"false",,"true",,,,"false","false","false","false",,,"false","true",,,,,"false","false",,"false",,,,,,"false",,,"false",,,,,"false",,,"true","Caribbean small states"
,,,,"true",,,,"false","false","false","false",,"false","false","true",,,,,,,,,,,,,,,,,,,,,,"false",,,"true","Central Europe and the Baltics"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","true",,"true","Early-demographic dividend"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"false",,,"true","East Asia & Pacific"
,,"false",,"false",,"false",,"false","true","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","false",,,,,"false","false",,"true","East Asia & Pacific (excluding high income)"
,,"false",,"false",,"false",,"false","true","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","false",,,,,"false","false",,"true","East Asia & Pacific (IDA & IBRD countries)"
,,,,"false",,,,,"false","false","false",,,"false",,,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,,"false",,,"true","Euro area"
,,,,"false",,"true",,"false","false","false","false",,,"false","false",,"true",,"false","false","false","false","false","false","false","false","false",,"false","false","true",,,,,,"false",,,"true","Europe & Central Asia"
,,,,"false",,"false",,"false","false","false","false",,"false","false","true",,,,,,,,,,,,,,,,,,,,,,"false",,,"true","Europe & Central Asia (excluding high income)"
,,,,"true",,"false",,"false","false","false","false",,"false","false","true",,,,,,,,,,,,,,,,,,,,,,"false",,,"true","Europe & Central Asia (IDA & IBRD countries)"
,,,,"false",,,,,"false","false","false",,,"false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,,"false",,,"true","European Union"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","false",,,,"false","false","false",,"false",,"false",,,,"false","false",,,,,,,"false",,,"true","Fragile and conflict affected situations"
,,"false",,"false",,,,"false","false","false","false",,,"false","false",,"false",,"false","false","false","false","false",,"false",,,,,"false","false","false",,,,,"false","false",,"true","Heavily indebted poor countries (HIPC)"
,,,,"false",,"false",,"true","false","false","false",,"false","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"false",,,"true","High income"
,,"false",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","IBRD only"
,,"true",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","IDA & IBRD total"
,,"false",,"false",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","IDA blend"
,,"false",,"false",,,,"false","false","false","false",,,"false","false",,,,"false","false","false",,"false",,"false",,,,,"false",,,,,,,"false","false",,"true","IDA only"
,,"false",,"false",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","IDA total"
,,"false",,"false",,"false",,"false","true","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"false","false",,"true","Late-demographic dividend"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Latin America & Caribbean"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Latin America & Caribbean (excluding high income)"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Latin America & the Caribbean (IDA & IBRD countries)"
,,,,"false",,,,"false","false","false","false",,,"false","false",,,,,"false","false",,"false",,,,,,,,,,,,,,"false",,,"true","Least developed countries: UN classification"
,,"true",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","Low & middle income"
,,"false",,"false",,,,"false","true","false","false",,,"false","false",,,,,"false","false",,,,,,,,,,,,,,,,"false",,,"true","Low income"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Lower middle income"
,,,,"false",,"false",,"false","false","false","false",,,"false","true",,,,"false","false","false","false","false","false","false","false","false",,,"false",,,,,,,"false",,,"true","Middle East & North Africa"
,,,,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false",,,"false","false","false",,,"false","false",,,,,,"false",,,"true","Middle East & North Africa (excluding high income)"
,,,,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false",,,"false","false","false",,,"false","false",,,,,,"false",,,"true","Middle East & North Africa (IDA & IBRD countries)"
,,"true",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","Middle income"
,,,,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,,"false",,,"true","North America"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Not classified"
,,,,"false",,"false",,"true","false","false","false",,"false","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"false",,,"true","OECD members"
,,,,"true",,"false",,"false","false","false","false",,,"false","false",,,,,"false","false",,"false",,,,,,,,,,,,,,"false",,,"true","Other small states"
,,,,,,,,"false",,,,,,,,,"false",,"false","false","false",,"false","false","false","false","false",,"false","false","false","false","false",,,,"false",,,"true","Pacific island small states"
,,,,"false",,"false",,"true","false","false","false",,"false","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"false",,,"true","Post-demographic dividend"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Pre-demographic dividend"
,,,,"true",,"false",,"false","false","false","false",,,"false","false",,,,,"false","false",,"false",,,,,,,,,,,,,,"false",,,"true","Small states"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","South Asia"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","South Asia (IDA & IBRD)"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Sub-Saharan Africa"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Sub-Saharan Africa (excluding high income)"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Sub-Saharan Africa (IDA & IBRD countries)"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"false","true",,"true","Upper middle income"
,,"true",,"false",,"true",,"true","false","false","false",,"true","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"true",,,"true","World"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Afghanistan"
"true","true",,"false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,"false","true","false","false",,,"true","Albania"
"false","true",,"false","true","true","false","false","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,"false","true","false","false",,,"true","Algeria"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","American Samoa"
,"false",,,,,,,,,,,,,,,,,,,"false","false",,,,,,,,,,,,,,,"false",,,,"true","Andorra"
"true","true",,"false","false","false","false","true","false","false","false","false","false","false","false","false","false",,,,"false","false",,"false","false",,"false",,,,,,,,"false",,"false","false",,,"true","Angola"
"true","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Antigua and Barbuda"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Argentina"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Armenia"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false","false",,,"true","Aruba"
"true","true",,"false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false",,,"false","false",,,"false","true","false","false",,,"true","Australia"
"true","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false","false","true","Austria"
"false","true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Azerbaijan"
"false","false","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false",,"false","false","false","false","true","Bahamas, The"
"false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false",,,"true","Bahrain"
"true","true","false",,"false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Bangladesh"
"false","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Barbados"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Belarus"
"false","false",,"false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false",,,"false","true","false","false",,"false","true","Belgium"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Belize"
"false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"true","Benin"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,,,,,,,,,,,,,,"false","false",,,"true","Bermuda"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true",,"false","false","false","false","false",,"false",,,"false",,"false","false","false","false",,"true","false","false","false","true","Bhutan"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Bolivia"
"false","true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Bosnia and Herzegovina"
"true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Botswana"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Brazil"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false",,,,"true","British Virgin Islands"
"false","false","false",,"true","true","false","false","false","false","false","false","false","false","false","false","true",,,,"false","false",,,,,,,,,,,"false","false",,,"false","false","false",,"true","Brunei Darussalam"
"false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","true","Bulgaria"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false","false","true","Burkina Faso"
"false","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Burundi"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false","false","true",,"false","false",,"false",,,,,,,,"false","false","false","false","true","false","false","false",,"true","Cabo Verde"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Cambodia"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Cameroon"
"false","false",,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Canada"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false",,,,"true","Cayman Islands"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Central African Republic"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Chad"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Channel Islands"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Chile"
"true","true","false","true","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false",,"false","true","false","false","false",,"true","China"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Colombia"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false",,"false",,"false","false","false",,"true","Comoros"
"false","false",,,"false","false","false","true","false","false","true","false","false","false","false","false","false",,,,"false","false",,,,,,,,,,,,,,,"false","false",,,"true","Congo, Dem. Rep."
"false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,"false","false","false",,"true","Congo, Rep."
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"true","Costa Rica"
"false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,,"false","false","false",,"false",,"false","false","false",,"true","Cote d'Ivoire"
"true","false",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Croatia"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false",,"false","true","Cuba"
,,,,"true",,,,,"false","false","false",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,"true","Curacao"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false",,,"true","Cyprus"
"false","false",,,"false",,,,,"true","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Czechia"
