SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,REGION_RATING_CLIENT_W_CITY,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21
322401,0,Cash loans,F,Y,Y,0,180000,946998,50584.5,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.010643,-21398,365243,-10938,-4297,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7028466753059674,0.5902333386185574,0,6,0,-835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381727,0,Cash loans,F,N,Y,0,180000,848745,46174.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12304,-2374,-163,-2529,1,1,0,1,0,0,Core staff,2,0,0,0,0,0,0,Kindergarten,0.4447721934023313,0.512321770939537,0.05384435347241005,1,8,0,-481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222856,0,Cash loans,M,Y,Y,1,315000,625536,20803.5,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006852,-16538,-2675,-21,-86,1,1,1,1,0,0,Drivers,3,0,0,0,0,0,0,Transport: type 4,0.3689644295521934,0.5169373100519096,0.5352762504724826,0,6,0,-208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452077,0,Cash loans,M,N,Y,0,67500,408780,14809.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-22547,365243,-9017,-4648,1,0,0,1,0,0,Laborers,3,0,0,0,0,0,0,XNA,0.5022171026134231,0.4762660720575199,0.5352762504724826,0,0,0,-513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321477,0,Cash loans,F,N,Y,0,225000,770292,59742,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-15683,-5409,-9663,-4208,1,1,1,1,0,0,Managers,2,0,0,0,0,0,0,Business Entity Type 3,0.4360562775547361,0.4943602864713526,0.5352762504724826,1,6,1,-1742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390598,0,Cash loans,F,N,Y,0,112500,225000,22050,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018209,-24859,365243,-178,-4190,1,0,0,1,1,0,Laborers,3,0,0,0,0,0,0,XNA,0.5022171026134231,0.245130981009982,0.4294236843421945,0,0,0,-1862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101884,0,Cash loans,F,N,Y,0,292500,1224198,35923.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-19898,-4487,-10080,-2765,1,1,0,1,0,0,Private service staff,1,0,1,1,0,0,0,Self-employed,0.5022171026134231,0.6779242593898727,0.5352762504724826,0,0,0,-2145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170553,0,Cash loans,M,N,Y,0,99000,448056,21015,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-11967,-222,-3083,-1614,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.1902660399005544,0.2405414172860865,0,0,0,-321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438459,0,Cash loans,F,Y,N,0,180000,286704,22644,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.006629,-9401,-1266,-1570,-1060,1,1,0,1,0,0,High skill tech staff,2,0,0,0,0,0,0,Business Entity Type 2,0.5385789612597497,0.5421986321712826,0.5352762504724826,0,2,0,-472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361960,0,Cash loans,F,N,Y,1,225000,1079050.5,38889,Children,Working,Higher education,Separated,House / apartment,0.020246,-18144,-10948,-9390,-1704,1,1,0,1,1,0,Medicine staff,3,0,0,0,0,0,0,Medicine,0.3499360627797187,0.16790220344779255,0.2340151665320674,1,3,1,-1721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417048,0,Cash loans,F,N,Y,1,67500,1260000,34780.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007120000000000001,-12842,-4748,-6659,-1973,1,1,1,1,1,0,Laborers,2,0,0,0,0,0,0,School,0.5022171026134231,0.2962028246127759,0.6940926425266661,0,0,0,-173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328052,0,Cash loans,M,Y,Y,0,450000,1006920,45499.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-13262,-2068,-362,-2312,1,1,0,1,0,0,Drivers,2,0,0,0,0,0,0,Transport: type 4,0.5022171026134231,0.6127425187791772,0.2750003523983893,0,1,0,-1424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443458,0,Cash loans,F,N,Y,0,112500,545040,19705.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018634,-17468,-1618,-4653,-1019,1,1,1,1,0,0,Laborers,2,0,0,0,0,1,1,Industry: type 3,0.5022171026134231,0.5845103441468734,0.3979463219016906,0,1,0,-362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153655,0,Revolving loans,F,Y,Y,0,292500,675000,33750,Unaccompanied,Working,Higher education,Married,House / apartment,0.003540999999999999,-15918,-2178,-1146,-5890,1,1,1,1,0,0,Medicine staff,1,0,0,0,0,0,0,Medicine,0.7994194722574391,0.6427214865316639,0.7726311345553628,0,1,0,-1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226216,0,Cash loans,M,Y,Y,0,112500,143910,13585.5,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.035792000000000004,-11884,-2389,-19,-3790,1,1,1,1,0,0,Drivers,2,0,0,0,0,0,0,Government,0.14925650146655628,0.6823722048738365,0.7826078370261895,0,0,0,-237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399387,0,Cash loans,M,N,N,0,101250,238500,19120.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008473999999999999,-20888,365243,-13510,-4138,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.2910105509469869,0.4832521162798494,0.19294222771695085,0,0,0,-1314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409629,0,Cash loans,M,Y,Y,0,68850,229230,15448.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.014464,-22355,365243,-4628,-4628,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.3588753550339384,0.5352762504724826,0,0,0,-250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231200,0,Cash loans,F,N,N,0,135000,592560,31153.5,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.018801,-14296,-3223,-6217,-4609,1,1,0,1,1,0,Security staff,2,0,0,0,0,0,0,Other,0.6757115128083665,0.6316458382432906,0.5762088360175724,0,2,0,-1419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337964,0,Cash loans,F,N,Y,0,85500,239400,7411.5,Unaccompanied,State servant,Higher education,Married,House / apartment,0.01885,-20001,-1172,-10583,-3490,1,1,0,1,1,0,Security staff,2,0,0,0,0,0,0,Government,0.5022171026134231,0.6563004067458641,0.6971469077844458,0,0,0,-2306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209403,0,Cash loans,F,Y,N,1,135000,760225.5,32337,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-13743,-3034,-11212,-4148,1,1,0,1,0,1,High skill tech staff,2,0,0,0,0,0,0,Industry: type 5,0.5022171026134231,0.6673411483574802,0.6722428897082422,0,2,0,-798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425476,0,Cash loans,F,N,Y,4,171000,840996,24718.5,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-13415,-3346,-6710,-4263,1,1,0,1,1,0,Laborers,2,0,0,0,0,1,1,Business Entity Type 2,0.5022171026134231,0.5120595159465221,0.6879328378491735,0,1,0,-1524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431361,0,Cash loans,F,N,N,1,137025,497520,25888.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16354,-586,-3731,-4340,1,1,1,1,0,0,High skill tech staff,1,0,0,0,0,0,0,Trade: type 6,0.5022171026134231,0.7716283925772929,0.5352762504724826,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163659,0,Revolving loans,F,N,Y,0,76500,270000,13500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-17806,-1930,-10629,-1222,1,1,0,1,0,0,Cleaning staff,2,0,0,0,0,0,0,Transport: type 4,0.5022171026134231,0.4071645671350657,0.6848276586890367,0,2,0,-666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377142,0,Cash loans,F,N,Y,0,90000,440784,28300.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007120000000000001,-20275,365243,-13223,-3681,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.6507150994194802,0.5513812618027899,0,4,0,-134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438600,0,Cash loans,F,N,Y,2,112500,284400,13963.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.008473999999999999,-13209,-736,-5103,-5103,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Construction,0.5022171026134231,0.4361061631816979,0.5352762504724826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184027,0,Cash loans,F,N,Y,0,213300,733176,28539,Family,Commercial associate,Higher education,Separated,House / apartment,0.020713,-20746,-1967,-3472,-3468,1,1,0,1,0,0,Managers,1,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.5786516066339388,0.4083588531230431,0,1,0,-1535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144710,0,Cash loans,M,Y,N,0,202500,755190,28894.5,Family,Working,Higher education,Married,House / apartment,0.028663,-16543,-4540,-8806,-99,1,1,0,1,0,0,High skill tech staff,2,0,0,0,0,1,1,Transport: type 2,0.4725131595635574,0.7035632126701117,0.5190973382084597,2,3,2,-2086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189925,0,Cash loans,F,N,Y,0,67500,104256,11358,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-19212,-2512,-3694,-2065,1,1,1,1,0,0,Cleaning staff,3,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.11154330951516928,0.2925880073368475,0,0,0,-1450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328094,0,Cash loans,F,N,N,0,180000,1762110,48586.5,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.032561,-13104,-2809,-3164,-588,1,1,1,1,0,0,Laborers,1,0,0,0,0,1,1,Business Entity Type 2,0.7478325192686368,0.6646804228108821,0.2940831009471255,0,0,0,-353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196060,0,Cash loans,F,N,Y,0,58500,598401,19431,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-21737,365243,-1815,-1818,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.4209469161123929,0.039785146123808235,0,0,0,-761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288075,0,Cash loans,F,Y,N,0,180000,1575000,43312.5,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.035792000000000004,-8815,-470,-1181,-1481,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Trade: type 2,0.5022171026134231,0.1831736969489132,0.5352762504724826,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400837,0,Revolving loans,F,N,N,0,135000,337500,16875,Unaccompanied,Working,Higher education,Married,With parents,0.019101,-10171,-1950,-4327,-2847,1,1,0,1,0,0,Laborers,2,0,0,0,1,1,1,Business Entity Type 3,0.2151443773571324,0.6090571926620533,0.266456808245056,0,1,0,-1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169178,0,Cash loans,M,N,N,0,103500,199467,12181.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007120000000000001,-11844,-647,-1842,-3694,1,1,0,1,0,0,Laborers,2,1,1,0,1,1,0,Construction,0.2102420669945474,0.5831873700119162,0.4418358231994413,0,3,0,-721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356180,0,Cash loans,F,Y,N,0,270000,1255680,41499,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.04622,-8878,-2088,-5906,-1558,1,1,1,1,0,0,Laborers,1,0,1,1,0,1,1,Business Entity Type 3,0.5022171026134231,0.2858978721410488,0.3539876078507373,0,0,0,-937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306335,0,Cash loans,M,Y,Y,0,225000,386784,23791.5,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-20891,365243,-1594,-3546,1,0,0,1,0,0,Laborers,1,0,0,0,0,0,0,XNA,0.5022171026134231,0.6735255834784984,0.6925590674998008,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125420,0,Revolving loans,F,Y,N,1,112500,135000,6750,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.008473999999999999,-11321,-527,-6917,-3323,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Construction,0.346073187073856,0.4866275797554968,0.4830501881366946,0,2,0,-819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259998,0,Cash loans,M,Y,N,0,270000,1125000,36292.5,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.006207,-19589,365243,-2969,-3151,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.6670400988464484,0.7597121819739279,0,0,0,-1405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109676,1,Cash loans,M,Y,N,0,157500,521280,28408.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-18175,-3702,-1746,-1735,1,1,1,1,0,0,Laborers,3,0,1,1,0,1,1,Business Entity Type 2,0.4720967740917128,0.639536657809069,0.07495928089904688,0,1,0,-339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257433,0,Cash loans,F,N,N,0,162000,135000,14175,Unaccompanied,Working,Higher education,Separated,House / apartment,0.008473999999999999,-15162,-3348,-5464,-3875,1,1,0,1,1,0,HR staff,2,0,0,0,0,0,0,Government,0.5969638585241018,0.7463994910348773,0.4471785780453068,0,0,0,-1087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439681,0,Cash loans,M,Y,N,0,135000,810000,23683.5,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.008068,-21885,365243,-8989,-2569,1,0,0,1,1,0,Laborers,3,0,0,0,0,0,0,XNA,0.738806881091331,0.7127595092662175,0.6832688314232291,0,0,0,-2685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316193,0,Revolving loans,M,Y,Y,0,148500,135000,6750,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.00496,-16776,-219,-5484,-295,1,1,0,1,0,0,Security staff,2,0,0,0,0,0,0,Security,0.6631721426454722,0.6303576603883367,0.7062051096536562,0,0,0,-1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266033,0,Cash loans,M,N,Y,0,135000,76752,8140.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-11898,-1313,-6005,-2129,1,1,1,1,1,0,Security staff,1,0,0,0,0,0,0,Security,0.3974398029954389,0.6519119575936162,0.18088797776707397,0,2,0,-1001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363502,0,Cash loans,M,Y,Y,0,139500,1006920,42790.5,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-22595,365243,-10655,-4699,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.2374096013812732,0.5832379256761245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167050,0,Cash loans,F,N,N,0,157500,254700,27022.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-10330,-396,-1420,-3009,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 2,0.4292974206329681,0.6692704318094874,0.6092756673894402,0,0,0,-2272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129027,0,Cash loans,F,N,Y,1,72000,474048,20214,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-15981,-1013,-4654,-4654,1,1,0,1,0,0,Sales staff,3,0,0,0,0,0,0,Self-employed,0.5040379687448748,0.18077140560100488,0.6940926425266661,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122571,0,Cash loans,F,N,Y,3,135000,599472,38439,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-13782,-1007,-7926,-3656,1,1,0,1,1,0,Sales staff,2,0,0,0,0,0,0,Self-employed,0.4573456099868015,0.3180056084634015,0.520897599048938,0,4,0,-1504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334094,0,Cash loans,F,N,Y,1,112500,354276,17361,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-12604,-497,-5006,-5017,1,1,1,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.4972913258022002,0.6920965161108026,0.3979463219016906,0,0,0,-708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184493,0,Cash loans,M,N,Y,3,180000,450000,22977,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.008865999999999999,-14656,-4883,-129,-4880,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.8189437453613901,0.8066072438931232,0.6706517530862718,0,0,0,-732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162892,0,Cash loans,M,Y,Y,2,157500,971280,51876,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008473999999999999,-13387,-1144,-2313,-4598,1,1,0,1,0,0,Low-skill Laborers,2,0,0,0,0,1,1,Business Entity Type 2,0.5022171026134231,0.5550049443642372,0.7062051096536562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237727,0,Cash loans,F,N,Y,0,180000,265536,14535,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792000000000004,-10868,-243,-775,-964,1,1,0,1,0,1,Core staff,2,0,0,0,0,0,0,Business Entity Type 3,0.29623192357538924,0.33425639931612194,0.3539876078507373,0,0,0,-192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169081,0,Cash loans,M,N,N,0,112500,156384,11821.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-19468,-754,-8397,-2977,1,1,0,1,0,0,Drivers,2,0,0,0,0,1,1,Construction,0.5022171026134231,0.21737338464959013,0.6706517530862718,0,4,0,-32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144797,0,Cash loans,F,N,Y,0,112500,760122,24651,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.020713,-22539,365243,-10016,-4975,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.6075983150993742,0.5352762504724826,0,0,0,-1184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440374,0,Cash loans,F,N,N,1,225000,1005120,29520,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,-15605,-1758,-5137,-5136,1,1,0,1,0,0,Managers,2,0,0,0,0,0,0,Trade: type 7,0.5022171026134231,0.6645341913801509,0.7764098512142026,0,1,0,-2047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277341,0,Cash loans,F,N,Y,0,180000,284400,13963.5,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.011703,-19200,-2304,-9659,-2730,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 2,0.5022171026134231,0.7143283750714727,0.6430255641096323,0,0,0,-354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389672,0,Cash loans,F,Y,N,0,76500,284400,16456.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-21833,365243,-7445,-4004,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.5795896868243399,0.4223696523543468,0,0,0,-2425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363081,0,Cash loans,F,N,Y,1,112500,450000,20979,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.022625,-10374,-1015,-4987,-1795,1,1,1,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.6291618706635356,0.5786462750036849,0.17044612304522816,0,0,0,-190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409151,0,Cash loans,F,N,N,0,67500,257562,11344.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-17733,-4119,-6497,-1286,1,1,0,1,0,0,Medicine staff,2,0,0,0,0,0,0,Medicine,0.5022171026134231,0.6850676080445851,0.4884551844437485,0,1,0,-2588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376306,0,Cash loans,M,Y,N,0,121500,539100,27522,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.019689,-16404,-4895,-8126,-5572,1,1,1,1,0,0,Drivers,2,0,0,0,0,1,1,Government,0.5022171026134231,0.6336177355474657,0.6925590674998008,1,3,1,-2098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289318,0,Cash loans,M,Y,Y,1,225000,578979,31405.5,Family,Commercial associate,Higher education,Married,House / apartment,0.005084,-10683,-1203,-10046,-3347,1,1,0,1,0,0,Managers,2,0,0,0,0,0,0,Business Entity Type 3,0.4497064940568993,0.5262025554414641,0.5352762504724826,0,1,0,-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106497,0,Cash loans,F,N,N,0,67500,168102,9513,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018029,-24225,365243,-10816,-4512,1,0,0,1,0,0,Laborers,3,0,0,0,0,0,0,XNA,0.5022171026134231,0.4716754535160317,0.656158373001177,1,5,1,-1654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449627,0,Cash loans,F,N,Y,0,49500,371245.5,17437.5,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-19589,-6354,-6086,-3054,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.2653117484731741,0.363945238612397,0,0,0,-344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410212,0,Cash loans,F,N,N,0,90000,755190,33394.5,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019689,-23507,365243,-2448,-4163,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.08365729704529673,0.8245949709919925,1,5,1,-904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205614,0,Cash loans,M,Y,N,0,157500,203760,22072.5,Family,Commercial associate,Higher education,Married,House / apartment,0.010276,-19446,-5268,-2666,-2772,1,1,0,1,0,0,Laborers,2,1,1,0,1,1,0,Government,0.5022171026134231,0.7591995646087775,0.5316861425197883,0,0,0,-509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213039,0,Cash loans,M,Y,N,0,135000,490536,15795,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.016612000000000002,-23626,365243,-2195,-5157,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.5739100343509795,0.7295666907060153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410049,0,Cash loans,M,N,Y,0,112500,533668.5,25803,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-9968,-1594,-1393,-2631,1,1,0,1,0,0,Core staff,3,0,0,0,0,1,1,School,0.21204861372371506,0.6672828913631352,0.3791004853998145,0,0,0,-1383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207815,0,Cash loans,M,Y,Y,0,157500,188478,15021,Family,Working,Secondary / secondary special,Married,House / apartment,0.00702,-17568,-3282,-1483,-1127,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.039768117810106425,0.5370699579791587,0,0,0,-2052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
